Название,Год выпуска,Длительность,Жанры,Рейтинг КиноПоиск,Рейтинг IMDB,Рейтинг кинокритиков,Рейтинг российских кинокритиков,Голоса КиноПоиск,Голоса IMDB,Голоса кинокритиков,Голоса российских кинокритиков,Бюджет,Дата премьеры в России,Дата премьеры в мире,Мировые кассовые сборы
Во власти стихии,2018,96.0,"['боевик', 'триллер', 'драма', 'мелодрама', 'приключения', 'биография']",6.989,6.6,6.1,57.1429,122179,63634,203,7,35000000.0,2018-06-28T00:00:00.000Z,2018-05-31T00:00:00.000Z,59945012.0
Смерть ей к лицу,1992,104.0,"['комедия', 'фэнтези']",7.585,6.7,6.0,0.0,122103,140060,59,1,55000000.0,2001-08-31T00:00:00.000Z,1992-07-13T00:00:00.000Z,149022650.0
Вальдо,2021,111.0,"['триллер', 'детектив', 'комедия', 'криминал', 'боевик']",6.858,5.8,5.9,0.0,121933,13286,38,0,112164013.0,2022-01-27T00:00:00.000Z,2021-12-02T00:00:00.000Z,365644.0
Крепкий орешек 3: Возмездие,1995,128.0,"['боевик', 'триллер', 'приключения', 'криминал']",7.659,7.6,6.2,0.0,121667,418099,80,0,90000000.0,1995-05-15T00:00:00.000Z,1995-05-15T00:00:00.000Z,361212499.0
"Город грехов 2: Женщина, ради которой стоит убивать",2014,94.0,"['боевик', 'триллер', 'криминал']",6.86,6.5,5.3,55.0,121651,173757,188,20,65000000.0,2014-08-21T00:00:00.000Z,2014-08-19T00:00:00.000Z,39407616.0
Меч короля,2023,127.0,"['драма', 'биография', 'история', 'боевик']",7.709,7.7,8.0,0.0,121648,31324,129,2,8720000.0,2024-04-18T00:00:00.000Z,2023-09-01T00:00:00.000Z,2246680.0
Хитмэн,2007,89.0,"['боевик', 'триллер', 'криминал']",5.862,6.2,3.9,0.0,121621,182043,104,1,24000000.0,2007-11-29T00:00:00.000Z,2007-11-21T00:00:00.000Z,99965792.0
99 франков,2007,99.0,"['драма', 'комедия']",7.3,7.1,0.0,80.0,121506,21139,0,5,13625000.000000002,2008-02-14T00:00:00.000Z,2007-09-26T00:00:00.000Z,13189281.0
Красный воробей,2018,140.0,"['боевик', 'триллер', 'драма']",5.594,6.6,5.5,14.2857,121268,209595,300,14,69000000.0,2018-05-31T00:00:00.000Z,2018-02-19T00:00:00.000Z,151572634.0
Дом с паранормальными явлениями,2013,80.0,"['ужасы', 'комедия']",5.753,5.0,2.9,0.0,121226,51742,51,2,2500000.0,2013-01-17T00:00:00.000Z,2013-01-11T00:00:00.000Z,60159584.0
Джек Ричер 2: Никогда не возвращайся,2016,118.0,"['боевик', 'триллер', 'драма', 'криминал']",6.206,6.2,5.2,57.1429,121102,183380,243,7,60000000.0,2016-10-20T00:00:00.000Z,2016-10-12T00:00:00.000Z,162146076.0
Невезучие,1981,90.0,"['комедия', 'криминал', 'приключения']",8.008,7.3,5.5,0.0,121088,11138,6,0,112164013.0,1981-12-09T00:00:00.000Z,1981-12-09T00:00:00.000Z,112164013.0
Мама,2013,100.0,"['ужасы', 'фэнтези', 'триллер']",6.429,6.2,5.9,53.3333,120961,195083,167,15,15000000.0,2013-03-07T00:00:00.000Z,2013-01-08T00:00:00.000Z,146428180.0
Заклятие 2,2016,133.0,"['ужасы', 'детектив']",7.072,7.3,6.8,100.0,120917,314829,252,12,40000000.0,2016-06-16T00:00:00.000Z,2016-05-13T00:00:00.000Z,321370008.0
Пальмы в снегу,2015,163.0,"['драма', 'мелодрама']",7.848,7.3,7.7,0.0,120867,12773,6,1,10900000.0,2016-04-07T00:00:00.000Z,2015-12-09T00:00:00.000Z,18428235.0
Веном: Последний танец,2024,110.0,"['фантастика', 'боевик', 'триллер', 'приключения', 'ужасы']",6.415,6.0,4.7,0.0,120721,104863,217,6,120000000.0,2024-10-23T00:00:00.000Z,2024-10-23T00:00:00.000Z,478896999.0
Годзилла,2014,123.0,"['фантастика', 'боевик', 'триллер', 'приключения']",6.136,6.4,6.7,33.3333,120573,451682,328,21,160000000.0,2014-05-15T00:00:00.000Z,2014-05-08T00:00:00.000Z,524976069.0
Белоснежка: Месть гномов,2012,106.0,"['фэнтези', 'драма', 'комедия', 'приключения', 'семейный']",6.035,5.6,5.6,90.0,120558,92499,195,10,85000000.0,2012-03-15T00:00:00.000Z,2012-03-15T00:00:00.000Z,171735167.0
"Танцуй, Селёдка!",2023,99.0,"['драма', 'комедия']",7.11,6.3,0.0,0.0,120533,157,0,0,112164013.0,2024-01-18T00:00:00.000Z,2024-01-18T00:00:00.000Z,112164013.0
Повар на колесах,2014,114.0,"['комедия', 'драма', 'семейный']",7.071,7.3,6.8,85.7143,120444,240145,187,7,11000000.0,2014-06-05T00:00:00.000Z,2014-04-27T00:00:00.000Z,48428048.0
Ирландец,2019,209.0,"['криминал', 'драма', 'биография']",7.393,7.8,8.8,100.0,120401,448103,466,16,160000000.0,2019-09-27T00:00:00.000Z,2019-09-27T00:00:00.000Z,968853.0
Индиана Джонс и Храм судьбы,1984,118.0,"['приключения', 'боевик', 'комедия']",7.846,7.5,7.4,0.0,120091,548279,137,1,28000000.0,1984-05-08T00:00:00.000Z,1984-05-08T00:00:00.000Z,333107271.0
Нормальный только я,2021,99.0,['комедия'],7.414,0.0,0.0,0.0,120073,0,0,0,112164013.0,2021-12-02T00:00:00.000Z,2021-12-02T00:00:00.000Z,112164013.0
5-я волна,2016,112.0,"['фантастика', 'боевик', 'триллер', 'приключения']",5.157,5.2,4.3,0.0,119979,120746,143,5,38000000.0,2016-01-21T00:00:00.000Z,2016-01-14T00:00:00.000Z,109906372.0
История рыцаря,2001,132.0,"['боевик', 'мелодрама', 'комедия']",7.82,7.0,5.9,0.0,119831,208658,153,0,65000000.0,2001-08-29T00:00:00.000Z,2001-03-08T00:00:00.000Z,117487473.0
Скорость,1994,116.0,"['боевик', 'триллер', 'приключения']",7.783,7.3,8.1,0.0,119829,404476,79,0,30000000.0,1994-10-14T00:00:00.000Z,1994-06-07T00:00:00.000Z,350448145.0
Жених напрокат,2005,90.0,"['мелодрама', 'комедия']",7.197,6.1,3.9,0.0,119814,57447,141,1,15000000.0,2005-03-03T00:00:00.000Z,2005-01-27T00:00:00.000Z,47175038.0
Великий,2020,115.0,"['драма', 'биография']",7.546,7.2,6.2,76.9231,119700,23944,80,13,112164013.0,2021-04-22T00:00:00.000Z,2020-02-21T00:00:00.000Z,755878.0
Рок-волна,2009,129.0,"['драма', 'комедия', 'музыка']",7.911,7.3,5.7,66.6667,119693,117861,163,6,50000000.0,2009-04-30T00:00:00.000Z,2009-04-01T00:00:00.000Z,36348784.0
21 и больше,2013,93.0,['комедия'],6.302,5.8,4.3,0.0,119589,78163,106,1,13000000.0,2013-03-07T00:00:00.000Z,2013-02-28T00:00:00.000Z,48065672.0
Хеллбой: Герой из пекла,2004,122.0,"['ужасы', 'боевик', 'фантастика', 'фэнтези', 'приключения']",7.027,6.9,6.8,0.0,119553,359260,204,2,66000000.0,2004-09-09T00:00:00.000Z,2004-03-30T00:00:00.000Z,99318987.0
Операция «Арго»,2012,120.0,"['триллер', 'драма', 'биография', 'история']",7.513,7.7,8.4,94.4444,119523,649316,360,18,44500000.0,2012-11-08T00:00:00.000Z,2012-08-31T00:00:00.000Z,232325503.0
Кошачьи миры Луиса Уэйна,2021,111.0,"['биография', 'история', 'драма']",7.445,6.8,6.4,44.4444,119459,22069,157,9,112164013.0,2021-10-21T00:00:00.000Z,2021-09-02T00:00:00.000Z,1509173.0
2001 год: Космическая одиссея,1968,149.0,"['фантастика', 'приключения']",7.902,8.3,9.2,100.0,119453,745912,118,5,12000000.0,2018-08-30T00:00:00.000Z,1968-04-02T00:00:00.000Z,56882481.0
Кто там,2014,100.0,['триллер'],5.706,4.9,0.0,57.1429,119247,109293,0,7,2500000.0,2015-11-12T00:00:00.000Z,2015-01-23T00:00:00.000Z,5567103.0
"Высоцкий. Спасибо, что живой",2011,128.0,"['драма', 'биография']",6.969,6.4,0.0,66.6667,119208,2979,0,15,12000000.0,2011-12-01T00:00:00.000Z,2011-12-01T00:00:00.000Z,112164013.0
Королевство кривых зеркал,1963,75.0,"['фэнтези', 'семейный', 'детский']",8.003,7.2,0.0,0.0,119112,1551,0,0,112164013.0,1963-08-28T00:00:00.000Z,1963-08-28T00:00:00.000Z,112164013.0
Киллеры,2010,100.0,"['боевик', 'триллер', 'мелодрама', 'комедия']",6.332,5.5,3.3,50.0,118980,97668,108,4,75000000.0,2010-06-10T00:00:00.000Z,2010-06-01T00:00:00.000Z,98159963.0
Дом восковых фигур,2005,113.0,"['ужасы', 'триллер']",6.612,5.5,4.5,0.0,118961,138559,161,0,40000000.0,2005-07-28T00:00:00.000Z,2005-04-26T00:00:00.000Z,68766121.0
Бывшие. Happy end,2022,109.0,"['мелодрама', 'драма']",6.886,0.0,0.0,0.0,118917,0,0,0,112164013.0,2022-12-22T00:00:00.000Z,2022-12-22T00:00:00.000Z,112164013.0
Как стать принцессой,2001,115.0,"['драма', 'комедия', 'семейный']",7.134,6.4,5.3,0.0,118845,171595,118,0,26000000.0,2002-01-03T00:00:00.000Z,2001-07-29T00:00:00.000Z,165335153.0
Операция «Панда»,2024,99.0,"['комедия', 'боевик', 'приключения']",7.565,5.1,5.1,0.0,118820,1064,13,0,25000000.0,2024-12-05T00:00:00.000Z,2024-10-01T00:00:00.000Z,42922658.0
Охотник на монстров,2020,103.0,"['фэнтези', 'боевик', 'приключения']",5.822,5.2,4.8,50.0,118467,70716,100,6,60000000.0,2021-01-28T00:00:00.000Z,2020-09-03T00:00:00.000Z,46428176.0
Море соблазна,2019,106.0,"['триллер', 'драма', 'детектив']",6.401,5.4,4.0,20.0,118446,47098,201,5,25000000.0,2019-01-24T00:00:00.000Z,2019-01-24T00:00:00.000Z,14454622.0
Женщина в черном,2012,95.0,"['ужасы', 'фэнтези', 'триллер', 'драма']",6.482,6.4,6.1,75.0,118335,195923,196,8,17000000.0,2012-03-15T00:00:00.000Z,2012-01-24T00:00:00.000Z,128955898.0
Аманат,2022,120.0,"['биография', 'история', 'военный', 'драма']",7.649,6.7,0.0,0.0,118244,586,0,0,3000000.0,2022-05-26T00:00:00.000Z,2022-05-26T00:00:00.000Z,934493.0
Гемини,2019,117.0,"['боевик', 'фантастика']",5.94,5.7,4.7,33.3333,118235,126809,328,9,138000000.0,2019-10-10T00:00:00.000Z,2019-09-25T00:00:00.000Z,173469516.0
Я – Четвертый,2011,105.0,"['фантастика', 'боевик', 'триллер', 'приключения']",6.413,6.1,4.7,0.0,118026,249001,167,3,60000000.0,2011-02-24T00:00:00.000Z,2011-02-09T00:00:00.000Z,149878437.0
Проклятый путь,2002,117.0,"['триллер', 'драма', 'криминал']",7.633,7.7,7.5,30.0,118002,291402,213,10,80000000.0,2002-10-23T00:00:00.000Z,2002-07-09T00:00:00.000Z,181001478.0
Кто убил BlackBerry,2023,120.0,"['биография', 'драма', 'комедия']",7.39,7.3,7.8,83.3333,117768,54557,211,6,112164013.0,2023-05-11T00:00:00.000Z,2023-02-17T00:00:00.000Z,2047650.0
Я плюю на ваши могилы,2010,108.0,"['ужасы', 'триллер']",6.252,6.2,4.5,0.0,117744,97066,60,1,1500000.0,2011-01-27T00:00:00.000Z,2010-05-01T00:00:00.000Z,572809.0
Знакомство с Факерами 2,2010,98.0,"['мелодрама', 'комедия']",6.264,5.5,3.6,85.7143,117724,122121,148,7,100000000.0,2010-12-23T00:00:00.000Z,2010-12-22T00:00:00.000Z,310650585.0
Пес Барбос и необычный кросс,1961,10.0,"['короткометражка', 'комедия']",8.176,7.7,0.0,0.0,117681,3034,0,0,112164013.0,1961-10-18T00:00:00.000Z,1961-10-18T00:00:00.000Z,112164013.0
Война будущего,2021,138.0,"['фантастика', 'боевик', 'ужасы']",6.351,6.6,5.7,60.0,117277,238517,208,5,200000000.0,2021-06-30T00:00:00.000Z,2021-06-30T00:00:00.000Z,14400000.0
Небесный суд,2011,94.0,"['драма', 'фэнтези']",7.792,7.1,0.0,0.0,117257,748,0,0,360000.0,2012-05-31T00:00:00.000Z,2012-05-31T00:00:00.000Z,4270.0
Лара Крофт: Расхитительница гробниц,2001,100.0,"['фэнтези', 'боевик', 'триллер', 'приключения']",6.833,5.8,4.0,0.0,117157,223764,163,0,115000000.0,2001-06-30T00:00:00.000Z,2001-06-11T00:00:00.000Z,274703340.0
Призрачная шестёрка,2019,128.0,['боевик'],6.158,6.1,4.8,75.0,117046,203566,97,4,150000000.0,2019-12-10T00:00:00.000Z,2019-12-10T00:00:00.000Z,112164013.0
Безумная свадьба,2014,94.0,['комедия'],7.298,7.0,0.0,75.0,117021,46614,0,4,13000000.0,2014-07-17T00:00:00.000Z,2014-04-16T00:00:00.000Z,65000000.0
Формула любви,1984,90.0,"['мелодрама', 'комедия']",8.237,7.9,0.0,0.0,116875,2809,0,0,112164013.0,1984-12-30T00:00:00.000Z,1984-12-30T00:00:00.000Z,112164013.0
Пророк,2007,91.0,"['фантастика', 'боевик', 'триллер']",7.104,6.2,4.6,0.0,116859,169650,129,2,70000000.0,2007-04-26T00:00:00.000Z,2007-04-25T00:00:00.000Z,77621983.0
Костяной томагавк,2015,133.0,"['ужасы', 'вестерн']",6.865,7.1,7.3,88.8889,116710,128386,101,9,1800000.0,2015-12-10T00:00:00.000Z,2015-10-01T00:00:00.000Z,382579.0
Бронсон,2008,92.0,"['биография', 'драма', 'криминал']",6.909,7.0,6.5,0.0,116660,144080,79,0,230000.0,2009-01-06T00:00:00.000Z,2009-01-06T00:00:00.000Z,2260712.0
"Человек, который познал бесконечность",2015,108.0,"['драма', 'биография']",7.657,7.2,6.1,0.0,116427,64062,131,0,10000000.0,2015-09-17T00:00:00.000Z,2015-09-17T00:00:00.000Z,12252684.0
13 минут,2021,104.0,"['боевик', 'триллер', 'драма']",6.18,4.7,4.2,0.0,116402,5853,21,0,112164013.0,2021-10-29T00:00:00.000Z,2021-10-29T00:00:00.000Z,67413.0
Бендер: Золото империи,2021,87.0,"['приключения', 'комедия', 'драма']",6.928,0.0,0.0,0.0,116386,0,0,1,112164013.0,2021-07-15T00:00:00.000Z,2021-07-15T00:00:00.000Z,4511.0
Тупой и еще тупее 2,2014,108.0,['комедия'],5.774,5.6,4.5,42.8571,116368,148865,151,7,40000000.0,2015-01-22T00:00:00.000Z,2014-11-03T00:00:00.000Z,169837010.0
Большая игра,2009,127.0,"['триллер', 'драма', 'криминал', 'детектив']",7.204,7.1,7.0,60.0,116290,163303,212,5,60000000.0,2009-06-18T00:00:00.000Z,2009-04-17T00:00:00.000Z,87812371.0
Отмель,2016,87.0,"['ужасы', 'боевик', 'триллер', 'драма']",6.335,6.3,6.5,84.6154,116279,148333,218,13,17000000.0,2016-07-07T00:00:00.000Z,2016-06-21T00:00:00.000Z,119100758.0
Обитель зла: Возмездие,2012,95.0,"['ужасы', 'боевик', 'фантастика', 'триллер']",5.308,5.3,4.3,70.0,116253,153270,74,10,65000000.0,2012-09-13T00:00:00.000Z,2012-09-03T00:00:00.000Z,240159255.0
Враг,2013,88.0,"['триллер', 'драма', 'детектив']",6.642,6.9,6.6,63.6364,116194,224070,118,11,112164013.0,2014-06-26T00:00:00.000Z,2013-09-08T00:00:00.000Z,3468224.0
Прошлой ночью в Нью-Йорке,2009,85.0,['мелодрама'],7.208,6.5,5.5,80.0,116162,51378,72,5,112164013.0,2011-01-13T00:00:00.000Z,2010-09-18T00:00:00.000Z,7743937.0
Финист. Первый богатырь,2024,112.0,"['приключения', 'фэнтези']",7.384,5.9,0.0,71.4286,116127,198,0,7,14400000.0,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,112164013.0
Танки,2018,95.0,"['приключения', 'история', 'военный']",6.141,4.8,0.0,16.6667,116107,1168,0,6,1680000.0,2018-04-26T00:00:00.000Z,2019-03-15T00:00:00.000Z,1589743.0
"Я, снова я и Ирэн",2000,116.0,['комедия'],7.22,6.6,5.4,0.0,116016,257051,101,1,51000000.0,2000-08-03T00:00:00.000Z,2000-06-15T00:00:00.000Z,149270999.0
Дастур,2023,90.0,"['ужасы', 'фантастика']",7.095,6.2,0.0,0.0,115987,132,0,2,112164013.0,2024-07-18T00:00:00.000Z,2023-12-28T00:00:00.000Z,112164013.0
Тренировочный день,2001,122.0,"['триллер', 'драма', 'криминал']",7.829,7.8,6.5,0.0,115974,490903,171,0,45000000.0,2001-11-29T00:00:00.000Z,2001-09-02T00:00:00.000Z,104876233.0
Малена,2000,100.0,"['драма', 'мелодрама', 'военный']",7.795,7.4,5.6,0.0,115888,117600,78,2,112164013.0,2001-04-05T00:00:00.000Z,2000-10-26T00:00:00.000Z,14493284.0
Бетховен,1991,87.0,"['драма', 'комедия', 'семейный']",7.274,5.7,4.7,0.0,115881,78420,29,0,112164013.0,1993-09-17T00:00:00.000Z,1992-04-03T00:00:00.000Z,147214049.0
Легенды осени,1994,133.0,"['драма', 'мелодрама', 'вестерн', 'военный']",7.996,7.5,6.0,0.0,115867,189663,62,0,30000000.0,1994-12-23T00:00:00.000Z,1994-12-23T00:00:00.000Z,160638883.0
Философы: Урок выживания,2013,107.0,"['драма', 'фэнтези', 'история']",5.894,5.6,5.6,0.0,115784,24035,15,2,112164013.0,2013-10-10T00:00:00.000Z,2013-07-07T00:00:00.000Z,1770376.0
Прекрасная эпоха,2019,115.0,"['мелодрама', 'драма', 'комедия']",7.807,7.4,7.8,0.0,115670,20829,31,1,112164013.0,2019-11-28T00:00:00.000Z,2019-05-20T00:00:00.000Z,14384206.0
Фантастические твари: Тайны Дамблдора,2022,142.0,"['фэнтези', 'приключения', 'семейный']",6.08,6.2,5.4,16.6667,115663,182310,247,6,200000000.0,2022-04-06T00:00:00.000Z,2022-04-06T00:00:00.000Z,407150844.0
57 секунд,2023,95.0,"['фантастика', 'триллер']",6.582,5.4,0.0,66.6667,115659,11031,0,3,112164013.0,2023-09-29T00:00:00.000Z,2023-09-29T00:00:00.000Z,1055487.0
Дом,2011,127.0,"['драма', 'криминал']",7.702,7.4,0.0,100.0,115654,1361,0,5,1476000.0,2011-11-03T00:00:00.000Z,2011-11-10T00:00:00.000Z,112164013.0
Эффект колибри,2012,100.0,"['триллер', 'драма', 'криминал', 'боевик']",6.36,6.2,5.4,50.0,115501,79007,51,8,20000000.0,2013-06-12T00:00:00.000Z,2013-04-15T00:00:00.000Z,12671109.0
Кочегар,2010,87.0,"['драма', 'криминал']",6.749,6.6,7.4,87.5,115435,2881,8,8,112164013.0,2010-10-13T00:00:00.000Z,2011-01-29T00:00:00.000Z,183640.0
Марш-бросок,2003,102.0,"['боевик', 'драма', 'мелодрама', 'военный']",7.203,5.9,0.0,0.0,115418,213,0,0,112164013.0,2003-02-20T00:00:00.000Z,2003-05-17T00:00:00.000Z,31579.0
Неуловимые мстители,1966,74.0,"['боевик', 'вестерн', 'военный', 'приключения']",8.03,7.3,0.0,0.0,115387,2021,0,0,112164013.0,1967-04-29T00:00:00.000Z,1967-04-29T00:00:00.000Z,112164013.0
Аннигиляция,2017,115.0,"['ужасы', 'фантастика', 'триллер', 'драма']",6.691,6.8,7.8,100.0,115212,374961,333,6,40000000.0,2018-02-13T00:00:00.000Z,2018-02-13T00:00:00.000Z,43070915.0
