name,type,year,movieLength,genres,rating.kp,rating.imdb,rating.filmCritics,rating.russianFilmCritics,rating.await,votes.kp,votes.imdb,votes.filmCritics,votes.russianFilmCritics,votes.await,budget.currency,budget.value,premiere.country,premiere.digital,premiere.cinema,premiere.bluray,premiere.dvd,premiere.russia,premiere.world,fees.russia.value,fees.russia.currency,fees.usa.value,fees.usa.currency,fees.world.value,fees.world.currency,distributors.distributor,distributors.distributorRelease,fees.russia,fees.usa,fees.world
Подарок на Рождество,movie,1996,89.0,"[{'name': 'комедия'}, {'name': 'приключения'}, {'name': 'семейный'}]",6.718,5.8,4.4,0.0,,30829,122567,46,0,0,$,60000000.0,,,,2011-12-22T00:00:00.000Z,2009-12-24T00:00:00.000Z,,1996-11-16T00:00:00.000Z,,,60592389.0,$,129832389.0,$,,Двадцатый Век Фокс СНГ,,,
Знаки,movie,2008,12.0,"[{'name': 'короткометражка'}, {'name': 'мелодрама'}]",8.07,8.0,0.0,0.0,,30822,4752,0,0,0,,,,,,,,,2008-03-10T00:00:00.000Z,,,,,,,,,,,
Через Вселенную,movie,2007,133.0,"[{'name': 'мюзикл'}, {'name': 'мелодрама'}, {'name': 'фэнтези'}]",7.803,7.3,5.9,0.0,,30820,115679,176,1,0,$,70000000.0,,,,2008-12-11T00:00:00.000Z,2008-01-24T00:00:00.000Z,2007-12-13T00:00:00.000Z,2007-09-09T00:00:00.000Z,331998.0,$,24343673.0,$,29367143.0,$,BVSPR,Columbia/Sony,,,
Западня,movie,1999,113.0,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'мелодрама'}, {'name': 'криминал'}]",7.413,6.3,5.2,0.0,,30810,126381,85,1,0,$,66000000.0,,,,,2005-11-01T00:00:00.000Z,1999-06-17T00:00:00.000Z,1999-04-15T00:00:00.000Z,15241.0,$,87704396.0,$,212404396.0,$,Гемини,Гемини-Фильм,,,
Сын маски,movie,2005,94.0,"[{'name': 'фэнтези'}, {'name': 'комедия'}, {'name': 'семейный'}]",3.162,2.3,3.0,0.0,,30798,60474,104,0,0,$,84000000.0,,,,,2011-12-15T00:00:00.000Z,2005-03-17T00:00:00.000Z,2005-02-11T00:00:00.000Z,1910000.0,$,17018422.0,$,57552587.0,$,Каро-Премьер,CP-Digital,,,
Высший пилотаж,movie,2005,100.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'комедия'}, {'name': 'семейный'}]",6.423,6.3,6.5,0.0,,30784,97077,129,0,0,$,35000000.0,,,,,,2005-09-29T00:00:00.000Z,2005-07-24T00:00:00.000Z,610000.0,$,63946815.0,$,86369815.0,$,Каскад фильм,,,,
Запретная любовь,movie,2008,110.0,"[{'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'военный'}, {'name': 'биография'}]",6.863,6.1,5.1,0.0,,30783,19331,58,1,0,,,,,,,2009-08-27T00:00:00.000Z,,2008-06-18T00:00:00.000Z,81182.0,$,18089.0,$,4300963.0,$,,,,,
Призрак дома на холме,movie,1999,113.0,"[{'name': 'ужасы'}, {'name': 'фэнтези'}, {'name': 'триллер'}, {'name': 'детектив'}]",6.217,5.0,3.7,0.0,,30777,82216,103,0,0,$,80000000.0,,,,,2002-04-23T00:00:00.000Z,1999-10-20T00:00:00.000Z,1999-07-20T00:00:00.000Z,,,91411151.0,$,177311151.0,$,Ист-Вест,Premier Digital,,,
Полу-Нельсон,movie,2006,106.0,[{'name': 'драма'}],6.89,7.1,7.6,0.0,,30765,93436,157,0,0,$,700000.0,,,,,,,2006-01-23T00:00:00.000Z,,,2697938.0,$,4616941.0,$,,,,,
Меня зовут Кызболсын,movie,2024,80.0,[{'name': 'комедия'}],7.396,0.0,0.0,0.0,,30762,0,0,0,0,,,,,,,,,2024-05-07T00:00:00.000Z,,,,,,,,,,,
Семейное ограбление,movie,2016,91.0,"[{'name': 'комедия'}, {'name': 'криминал'}]",6.266,5.5,0.0,0.0,,30759,2487,0,2,0,,,,2017-05-08T00:00:00.000Z,,,,2017-01-26T00:00:00.000Z,2017-01-04T00:00:00.000Z,647856.0,$,,,1764140.0,$,,,,,
Безумный Макс 3: Под куполом грома,movie,1985,107.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'приключения'}]",6.223,6.2,6.5,0.0,,30755,156998,57,0,0,A$,12000000.0,,,,,2002-08-07T00:00:00.000Z,,1985-06-29T00:00:00.000Z,,,36230219.0,$,36230219.0,$,,Мост-Видео,,,
Фабельманы,movie,2022,151.0,[{'name': 'драма'}],7.547,7.5,8.2,100.0,,30752,126692,397,10,0,$,40000000.0,,,,,,,2022-09-10T00:00:00.000Z,,,17348945.0,$,45614213.0,$,,,,,
Загадочная кожа,movie,2004,105.0,[{'name': 'драма'}],7.41,7.6,7.4,0.0,,30745,79352,116,0,0,,,,,,,2005-06-30T00:00:00.000Z,2005-05-26T00:00:00.000Z,2004-09-03T00:00:00.000Z,11500.0,$,713240.0,$,1524966.0,$,Кармен Фильм,Кармен Видео,,,
Женюсь на дочке богача,movie,2023,,"[{'name': 'комедия'}, {'name': 'мелодрама'}]",7.307,0.0,0.0,0.0,,30733,0,0,0,0,,,,,,,,,2023-09-21T00:00:00.000Z,,,,,,,,,,,
Вулкан страстей,movie,2013,92.0,"[{'name': 'комедия'}, {'name': 'приключения'}]",6.397,5.6,0.0,0.0,,30683,4501,0,2,0,€,20000000.0,,,,,2014-06-05T00:00:00.000Z,2014-05-15T00:00:00.000Z,2013-08-24T00:00:00.000Z,139087.0,$,,,19226272.0,$,,,,,
Компромат,movie,2019,108.0,"[{'name': 'музыка'}, {'name': 'биография'}, {'name': 'комедия'}, {'name': 'драма'}]",7.418,7.0,4.7,0.0,,30647,57445,74,1,0,,,,2019-03-22T00:00:00.000Z,,,,,2019-03-18T00:00:00.000Z,,,,,,,,,,,
Проклятье Эбигейл,movie,2021,92.0,[{'name': 'ужасы'}],5.355,5.5,6.6,0.0,,30643,6052,54,0,0,,,,2021-12-09T00:00:00.000Z,,,,2021-11-11T00:00:00.000Z,2021-04-08T00:00:00.000Z,27046.0,$,,,153270.0,$,,,,,
Восток-Запад,movie,1999,121.0,"[{'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'приключения'}, {'name': 'история'}]",7.813,7.4,6.5,0.0,,30633,5230,31,1,0,,,,,,,2008-09-25T00:00:00.000Z,2000-04-07T00:00:00.000Z,1999-08-04T00:00:00.000Z,,,2321029.0,$,6031521.0,$,,,,,
Лёгкое знакомство,movie,2023,99.0,[{'name': 'мелодрама'}],6.253,0.0,0.0,0.0,,30631,0,0,0,0,,,,2023-06-01T00:00:00.000Z,,,,2023-02-02T00:00:00.000Z,,19543.0,$,,,,,,,,,
Титан,movie,2020,108.0,"[{'name': 'драма'}, {'name': 'фантастика'}]",5.819,6.5,7.8,81.25,,30630,61498,256,16,0,,,,,,,,2021-09-30T00:00:00.000Z,2021-07-13T00:00:00.000Z,72884.0,$,1442988.0,$,4982335.0,$,,,,,
Порочная страсть,movie,2012,107.0,"[{'name': 'триллер'}, {'name': 'драма'}]",6.64,6.6,7.1,87.5,,30619,56037,169,8,0,$,12000000.0,,,,2012-12-10T00:00:00.000Z,2012-12-03T00:00:00.000Z,2012-10-04T00:00:00.000Z,2012-01-21T00:00:00.000Z,1933933.0,$,7919574.0,$,35485056.0,$,,,,,
БУМЕРанг,movie,2021,105.0,"[{'name': 'комедия'}, {'name': 'криминал'}]",5.817,0.0,0.0,0.0,,30605,0,0,2,0,₽,120000000.0,,2022-01-01T00:00:00.000Z,,,,2021-12-02T00:00:00.000Z,,918522.0,$,,,920613.0,$,СППР,,,,
Coco & Janbo,movie,2023,,"[{'name': 'комедия'}, {'name': 'криминал'}, {'name': 'мелодрама'}]",7.319,0.0,0.0,0.0,,30598,0,0,0,0,,,,,,,,,2023-09-28T00:00:00.000Z,,,,,,,,,,,
Ганди,movie,1982,191.0,"[{'name': 'драма'}, {'name': 'биография'}, {'name': 'история'}]",8.05,8.0,8.3,0.0,,30596,242757,111,0,0,$,22000000.0,,,,,,,1982-11-30T00:00:00.000Z,,,52767889.0,$,52767889.0,$,,,,,
Хозяин,movie,2018,97.0,"[{'name': 'триллер'}, {'name': 'криминал'}, {'name': 'детектив'}]",6.183,4.7,4.1,0.0,,30583,5816,11,0,0,,,,,,,,2021-06-10T00:00:00.000Z,2019-11-15T00:00:00.000Z,5599.0,$,,,5566.0,$,,,,,
Нас двое,movie,2024,87.0,[{'name': 'комедия'}],7.317,0.0,0.0,0.0,,30562,0,0,0,0,,,,,,,,,2024-04-18T00:00:00.000Z,,,,,,,,,,,
Земляничная поляна,movie,1957,92.0,[{'name': 'драма'}],8.021,8.1,8.9,0.0,,30558,119122,49,0,0,,,,,,,2009-01-29T00:00:00.000Z,2022-05-26T00:00:00.000Z,1957-12-26T00:00:00.000Z,48989.0,$,,,,,,,,,
Понаехали,movie,2020,80.0,"[{'name': 'комедия'}, {'name': 'приключения'}]",5.854,0.0,0.0,0.0,,30555,0,0,1,0,,,,2021-04-15T00:00:00.000Z,,,,2021-02-04T00:00:00.000Z,,80613.0,$,,,,,,,,,
В стране женщин,movie,2006,97.0,"[{'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'комедия'}]",7.118,6.4,5.4,0.0,,30539,33049,116,1,0,$,10000000.0,,,,,,2007-05-31T00:00:00.000Z,2007-04-16T00:00:00.000Z,402150.0,$,11043445.0,$,17552558.0,$,Парадиз,,,,
Высота,movie,1957,94.0,"[{'name': 'драма'}, {'name': 'мелодрама'}]",7.869,7.1,0.0,0.0,,30530,485,0,0,0,,,,,,,2011-01-11T00:00:00.000Z,,1957-04-29T00:00:00.000Z,,,,,,,,Парадиз,,,
Перед закатом,movie,2004,80.0,"[{'name': 'драма'}, {'name': 'мелодрама'}]",7.697,8.1,8.3,0.0,,30528,298903,180,0,0,$,2700000.0,,,,,2005-05-05T00:00:00.000Z,,2004-02-10T00:00:00.000Z,,,5820649.0,$,15992615.0,$,,Premier Digital,,,
Потомки,movie,2011,115.0,[{'name': 'драма'}],6.874,7.3,8.2,57.1429,,30527,255215,268,7,0,$,20000000.0,,,,2012-05-17T00:00:00.000Z,2012-05-17T00:00:00.000Z,2012-01-26T00:00:00.000Z,2011-09-02T00:00:00.000Z,627000.0,$,82584160.0,$,177243185.0,$,Двадцатый Век Фокс СНГ,Двадцатый Век Фокс СНГ,,,
Цунами 3D,movie,2011,93.0,[{'name': 'ужасы'}],5.33,5.2,0.0,0.0,,30522,19900,0,2,0,A$,30000000.0,,2014-08-07T00:00:00.000Z,,2012-11-01T00:00:00.000Z,2012-11-01T00:00:00.000Z,2012-09-27T00:00:00.000Z,2012-09-05T00:00:00.000Z,2470767.0,$,,,25830380.0,$,,,,,
Крик 6,movie,2023,122.0,"[{'name': 'ужасы'}, {'name': 'триллер'}, {'name': 'детектив'}]",6.206,6.4,6.7,75.0,,30517,135301,312,4,0,$,35000000.0,,,,,,,2023-03-06T00:00:00.000Z,,,108391107.0,$,166577232.0,$,,,,,
История Хатико,movie,1987,107.0,"[{'name': 'драма'}, {'name': 'биография'}]",8.131,7.9,0.0,0.0,,30516,6064,0,0,0,,,,,,,,,1987-08-01T00:00:00.000Z,,,,,,,,,,,
"Боги, наверное, сошли с ума",movie,1980,109.0,"[{'name': 'комедия'}, {'name': 'приключения'}]",7.969,7.3,7.4,0.0,,30514,60864,27,0,0,$,5000000.0,,,,,,,1980-09-10T00:00:00.000Z,,,30031783.0,$,30031783.0,$,,,,,
Девушка-невидимка,movie,2017,111.0,"[{'name': 'мелодрама'}, {'name': 'фэнтези'}, {'name': 'спорт'}]",6.747,6.1,0.0,0.0,,30508,5062,0,0,0,,,,2020-10-19T00:00:00.000Z,,,,,2019-05-31T00:00:00.000Z,,,,,1594.0,$,,,,,
Академия Рашмор,movie,1998,93.0,"[{'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'комедия'}]",7.507,7.6,8.1,0.0,,30503,201886,108,2,0,$,20000000.0,,,,,,,1998-09-17T00:00:00.000Z,,,17105219.0,$,17105219.0,$,,,,,
Земля мертвых,movie,2005,93.0,[{'name': 'ужасы'}],6.193,6.2,6.7,0.0,,30503,102658,179,1,0,$,15000000.0,,,,,2006-06-20T00:00:00.000Z,2005-08-04T00:00:00.000Z,2005-06-18T00:00:00.000Z,1190000.0,$,20700082.0,$,46770602.0,$,UIP,Юниверсал Пикчерс Рус,,,
Киллер Джо,movie,2011,102.0,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}]",6.442,6.7,7.0,100.0,,30493,85180,168,9,0,$,11000000.0,,,,,2013-03-28T00:00:00.000Z,2013-02-07T00:00:00.000Z,2011-09-08T00:00:00.000Z,,,1987762.0,$,4633668.0,$,,,,,
Z,movie,2019,83.0,[{'name': 'ужасы'}],5.67,5.5,6.8,0.0,,30479,6639,30,0,0,,,,2020-05-07T00:00:00.000Z,,,,,2019-06-01T00:00:00.000Z,,,,,788597.0,$,,,,,
Дом напротив,movie,2016,87.0,"[{'name': 'триллер'}, {'name': 'криминал'}]",5.774,5.8,5.6,0.0,,30465,8567,6,1,0,,,,,,,2017-03-07T00:00:00.000Z,2016-12-08T00:00:00.000Z,2016-08-19T00:00:00.000Z,115030.0,$,,,164348.0,$,,,,,
Поля,movie,2011,105.0,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}, {'name': 'история'}]",6.024,5.7,5.1,0.0,,30442,22843,44,2,0,,,,2017-04-06T00:00:00.000Z,,,2011-12-15T00:00:00.000Z,2011-11-24T00:00:00.000Z,2011-09-09T00:00:00.000Z,341925.0,$,45469.0,$,1271319.0,$,,,,,
Тварь,movie,2019,90.0,"[{'name': 'триллер'}, {'name': 'драма'}]",6.027,4.7,0.0,75.0,,30433,538,0,4,0,₽,78422212.0,,,,,,2019-11-28T00:00:00.000Z,2019-04-18T00:00:00.000Z,316008.0,$,,,,,,,,,
Святые из Бундока 2: День всех святых,movie,2009,118.0,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'драма'}, {'name': 'комедия'}, {'name': 'криминал'}]",6.881,6.2,4.1,0.0,,30425,67630,44,0,0,$,8000000.0,,,,2010-03-18T00:00:00.000Z,2010-03-18T00:00:00.000Z,,2009-10-19T00:00:00.000Z,,,10244070.0,$,10600203.0,$,,Columbia/Sony,,,
Лузеры,movie,2010,97.0,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'комедия'}, {'name': 'криминал'}, {'name': 'детектив'}, {'name': 'приключения'}]",6.345,6.2,5.2,66.6667,,30397,108809,167,3,0,$,25000000.0,,,,,2010-08-31T00:00:00.000Z,2010-07-01T00:00:00.000Z,2010-04-20T00:00:00.000Z,496521.0,$,23591432.0,$,29379723.0,$,Каро-Премьер,Юниверсал Пикчерс Рус,,,
Домино,movie,2005,127.0,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}, {'name': 'биография'}]",6.767,5.9,4.0,25.0,,30390,70230,153,4,0,$,50000000.0,,,,,2006-02-21T00:00:00.000Z,2005-11-24T00:00:00.000Z,2005-09-25T00:00:00.000Z,895000.0,$,10169202.0,$,22944502.0,$,West,West Video,,,
Магазинные воришки,movie,2018,120.0,[{'name': 'драма'}],7.425,7.9,8.8,100.0,,30360,90322,229,9,0,,,,2019-02-12T00:00:00.000Z,,,,2018-11-08T00:00:00.000Z,2018-05-13T00:00:00.000Z,148855.0,$,3313513.0,$,67999335.0,$,Russian World Vision,,,,
Бахубали: Рождение легенды,movie,2017,167.0,"[{'name': 'фэнтези'}, {'name': 'боевик'}, {'name': 'мелодрама'}]",7.335,8.2,7.6,100.0,,30359,121490,26,5,0,$,31000000.0,,,,,,2018-01-11T00:00:00.000Z,2017-04-27T00:00:00.000Z,92882.0,$,20186659.0,$,264703779.0,$,,,,,
Бедная Саша,movie,1997,95.0,"[{'name': 'комедия'}, {'name': 'мелодрама'}, {'name': 'криминал'}, {'name': 'семейный'}]",7.596,6.7,0.0,0.0,,30348,601,0,0,0,,,,,,,,1997-12-26T00:00:00.000Z,,,,,,,,Кармен,,,,
Эбигейл,movie,2024,109.0,"[{'name': 'ужасы'}, {'name': 'триллер'}]",6.274,6.6,6.8,0.0,,30346,93653,221,2,0,$,28000000.0,,,,,,,2024-04-07T00:00:00.000Z,,,25867515.0,$,42791449.0,$,,,,,
Веревка,movie,1948,80.0,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}, {'name': 'детектив'}]",7.863,7.9,7.8,0.0,,30338,159059,56,1,0,$,1500000.0,,,,2018-11-05T00:00:00.000Z,,,1948-08-23T00:00:00.000Z,,,,,,,,НД Плэй,,,
Лес призраков,movie,2015,93.0,[{'name': 'ужасы'}],5.298,4.8,4.1,75.0,,30302,46109,138,4,0,$,10000000.0,,,,,,2016-01-14T00:00:00.000Z,2016-01-07T00:00:00.000Z,449024.0,$,26594261.0,$,39712000.0,$,,,,,
Карантин,movie,2008,89.0,"[{'name': 'ужасы'}, {'name': 'триллер'}, {'name': 'фантастика'}]",6.253,6.0,5.6,0.0,,30295,79855,85,0,0,$,12000000.0,,,,2009-09-17T00:00:00.000Z,2009-01-29T00:00:00.000Z,2008-12-18T00:00:00.000Z,2008-10-10T00:00:00.000Z,,,31691811.0,$,41319906.0,$,WDSSPR,Columbia/Sony,,,
Тишина,movie,2014,82.0,"[{'name': 'ужасы'}, {'name': 'триллер'}]",6.2,6.6,0.0,0.0,,30292,161470,0,1,0,$,1000000.0,,,,,,,2016-03-12T00:00:00.000Z,,,,,,,,,,,
Кошмар на улице Вязов 3: Воины сна,movie,1987,96.0,"[{'name': 'ужасы'}, {'name': 'фэнтези'}]",7.118,6.7,5.8,0.0,,30287,94306,62,0,0,$,5000000.0,,,,,2008-08-28T00:00:00.000Z,,1987-02-27T00:00:00.000Z,,,44793222.0,$,44793222.0,$,,CP-Digital,,,
Сбой сознания,movie,2022,119.0,[{'name': 'фантастика'}],6.488,5.4,0.0,0.0,,30282,362,0,0,0,,,,2022-10-14T00:00:00.000Z,,,,2022-10-14T00:00:00.000Z,2020-07-27T00:00:00.000Z,,,,,,,,,,,
Трещины,movie,2009,104.0,[{'name': 'драма'}],7.216,6.6,5.5,0.0,,30270,21506,53,0,0,,,,,,,,,2009-09-11T00:00:00.000Z,,,29683.0,$,101860.0,$,,,,,
Рожденный после смерти,movie,2019,96.0,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'детектив'}]",5.938,5.9,6.1,0.0,,30263,6043,28,0,0,,,,2020-01-05T00:00:00.000Z,,,,2019-12-05T00:00:00.000Z,2019-06-22T00:00:00.000Z,56536.0,$,,,343038.0,$,,,,,
Золотая перчатка,movie,2019,110.0,"[{'name': 'биография'}, {'name': 'криминал'}, {'name': 'триллер'}]",6.423,6.7,5.6,83.3333,,30253,19956,35,6,0,,,,2019-08-21T00:00:00.000Z,,,,2019-05-30T00:00:00.000Z,2019-02-09T00:00:00.000Z,63009.0,$,6160.0,$,604479.0,$,Русский Репортаж,,,,
"Не волнуйся, он далеко не уйдет",movie,2018,114.0,"[{'name': 'драма'}, {'name': 'комедия'}, {'name': 'биография'}]",7.08,6.8,6.6,85.7143,,30250,31852,188,14,0,,,,2018-07-13T00:00:00.000Z,,,,2018-08-23T00:00:00.000Z,2018-01-19T00:00:00.000Z,173547.0,$,1441705.0,$,4241656.0,$,,,,,
Мгновения жизни,movie,2007,90.0,"[{'name': 'фэнтези'}, {'name': 'триллер'}, {'name': 'драма'}, {'name': 'детектив'}]",7.065,6.2,4.4,0.0,,30243,15073,95,0,0,$,13000000.0,,,,,2008-10-09T00:00:00.000Z,,2007-09-08T00:00:00.000Z,21592.0,$,303439.0,$,7248490.0,$,,Парадиз,,,
Путешественница во времени,movie,2022,120.0,"[{'name': 'драма'}, {'name': 'мелодрама'}]",7.328,6.6,0.0,50.0,,30240,876,0,4,0,,,,2023-04-20T00:00:00.000Z,,,,2023-03-23T00:00:00.000Z,2022-12-21T00:00:00.000Z,54597.0,$,,,1534530.0,$,,,,,
Инфекция,movie,2013,84.0,[{'name': 'ужасы'}],4.934,5.3,5.0,0.0,,30220,16957,15,2,0,,,,,,,,2015-09-03T00:00:00.000Z,2013-07-07T00:00:00.000Z,36117.0,$,4105.0,$,4105.0,$,,,,,
Непокоренный,movie,2009,134.0,"[{'name': 'история'}, {'name': 'спорт'}, {'name': 'драма'}, {'name': 'биография'}]",7.614,7.3,6.6,0.0,,30215,170719,241,2,0,$,60000000.0,,,,,2010-07-06T00:00:00.000Z,2010-05-13T00:00:00.000Z,2009-12-03T00:00:00.000Z,52434.0,$,37491364.0,$,122056899.0,$,Каро-Премьер,Юниверсал Пикчерс Рус,,,
Плетеный человек,movie,2006,102.0,"[{'name': 'ужасы'}, {'name': 'триллер'}, {'name': 'детектив'}]",5.537,3.8,3.7,0.0,,30212,72942,107,1,0,$,40000000.0,,,,,2006-10-05T00:00:00.000Z,2006-09-14T00:00:00.000Z,2006-08-31T00:00:00.000Z,545500.0,$,23649127.0,$,38756278.0,$,Централ Партнершип,Союз-Видео,,,
Маленькие секреты,movie,2010,154.0,"[{'name': 'драма'}, {'name': 'комедия'}]",7.317,7.1,5.8,0.0,,30205,27586,70,1,0,$,25000000.0,,2019-08-22T00:00:00.000Z,,,,,2010-09-11T00:00:00.000Z,,,206088.0,$,53319615.0,$,,,,,
Адаптация,movie,2002,115.0,"[{'name': 'драма'}, {'name': 'комедия'}]",7.018,7.7,8.2,0.0,,30182,207635,208,2,0,$,19000000.0,,,,,2003-06-10T00:00:00.000Z,2003-04-17T00:00:00.000Z,2002-12-03T00:00:00.000Z,,,22498520.0,$,32801173.0,$,,,,,
Мама,movie,1976,88.0,"[{'name': 'мюзикл'}, {'name': 'фэнтези'}, {'name': 'семейный'}]",7.888,7.8,0.0,0.0,,30174,1481,0,0,0,,,,,,,2010-02-25T00:00:00.000Z,,1976-09-15T00:00:00.000Z,,,,,,,,Lizard Cinema Trade,,,
Охота на Санту,movie,2020,100.0,"[{'name': 'фантастика'}, {'name': 'фэнтези'}, {'name': 'боевик'}, {'name': 'триллер'}, {'name': 'комедия'}, {'name': 'приключения'}, {'name': 'ужасы'}]",6.19,5.9,5.2,0.0,,30161,31960,117,2,0,,,,,,,,2020-12-31T00:00:00.000Z,2020-10-08T00:00:00.000Z,265958.0,$,278378.0,$,1651413.0,$,,,,,
Кремень,movie,2007,82.0,"[{'name': 'драма'}, {'name': 'криминал'}]",5.948,6.2,0.0,100.0,,30161,661,0,3,0,,,,,,,2007-07-26T00:00:00.000Z,2007-06-21T00:00:00.000Z,2007-06-21T00:00:00.000Z,87000.0,$,,,,,,,,,
Разомкнутые объятия,movie,2009,135.0,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'мелодрама'}]",7.401,7.2,7.0,0.0,,30156,43330,156,2,0,$,18000000.0,,,,,2009-10-15T00:00:00.000Z,2009-07-09T00:00:00.000Z,2009-03-17T00:00:00.000Z,1156366.0,$,5014305.0,$,30991660.0,$,,,,,
Короли лета,movie,2013,95.0,"[{'name': 'драма'}, {'name': 'комедия'}, {'name': 'приключения'}]",6.769,7.1,7.0,0.0,,30139,85672,120,1,0,,,,,,,,2013-10-03T00:00:00.000Z,2013-01-19T00:00:00.000Z,4252.0,$,1315590.0,$,1501595.0,$,,,,,
Привет семье!,movie,2005,103.0,"[{'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'комедия'}]",6.856,6.3,5.9,0.0,,30137,79437,159,1,0,$,18000000.0,,,,,2006-08-17T00:00:00.000Z,2005-12-15T00:00:00.000Z,2005-11-26T00:00:00.000Z,595000.0,$,60062868.0,$,92283851.0,$,Гемини,Двадцатый Век Фокс СНГ,,,
Близнец,movie,2022,105.0,"[{'name': 'ужасы'}, {'name': 'драма'}]",5.856,5.1,5.4,0.0,,30130,4529,22,0,0,,,,2022-05-06T00:00:00.000Z,,,,2022-04-14T00:00:00.000Z,2022-03-24T00:00:00.000Z,252212.0,$,,,1630479.0,$,,,,,
Соломенные псы,movie,2011,110.0,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}]",6.425,5.8,5.2,25.0,,30121,36696,125,4,0,$,25000000.0,,,,2012-01-17T00:00:00.000Z,2011-12-13T00:00:00.000Z,2011-11-10T00:00:00.000Z,2011-09-15T00:00:00.000Z,419426.0,$,10324441.0,$,11168712.0,$,WDSSPR,Columbia/Sony,,,
Папуля,movie,2023,100.0,[{'name': 'драма'}],7.303,6.6,6.9,0.0,,30111,10651,110,1,0,,,,,,,,2024-07-11T00:00:00.000Z,2023-09-01T00:00:00.000Z,36152.0,$,987845.0,$,1878377.0,$,,,,,
Черная бабочка,movie,2016,93.0,[{'name': 'триллер'}],6.525,6.1,4.9,25.0,,30110,15102,20,4,0,,,,,,,,2017-06-08T00:00:00.000Z,2017-05-26T00:00:00.000Z,22941.0,$,,,391431.0,$,,,,,
Школьный вальс,movie,1977,96.0,[{'name': 'драма'}],7.915,6.9,0.0,0.0,,30107,237,0,0,0,,,,,,,2008-10-16T00:00:00.000Z,,1979-01-22T00:00:00.000Z,,,,,,,,,,,
Шафт,movie,2019,111.0,"[{'name': 'боевик'}, {'name': 'комедия'}, {'name': 'криминал'}, {'name': 'детектив'}]",6.561,6.4,4.8,0.0,,30100,60300,129,1,0,$,30000000.0,,2020-07-03T00:00:00.000Z,,,,,2019-06-14T00:00:00.000Z,,,21360215.0,$,21360215.0,$,,,,,
Залёт,movie,2021,85.0,"[{'name': 'комедия'}, {'name': 'семейный'}]",6.85,5.9,0.0,0.0,,30097,679,0,0,0,,,,2022-09-29T00:00:00.000Z,,,,2022-08-25T00:00:00.000Z,2021-08-26T00:00:00.000Z,22622.0,$,,,2284378.0,$,,,,,
Электра,movie,2005,97.0,"[{'name': 'фэнтези'}, {'name': 'боевик'}, {'name': 'криминал'}, {'name': 'приключения'}]",5.196,4.7,3.8,0.0,,30085,101339,163,1,0,$,43000000.0,,,,2009-11-26T00:00:00.000Z,2005-06-21T00:00:00.000Z,2005-03-10T00:00:00.000Z,2005-01-08T00:00:00.000Z,840000.0,$,24409722.0,$,56551804.0,$,Гемини Киномир,"Гемини-Фильм, Двадцатый Век Фокс СНГ",,,
Бэйб: Четвероногий малыш,movie,1995,91.0,"[{'name': 'драма'}, {'name': 'комедия'}, {'name': 'семейный'}]",6.995,6.9,8.3,0.0,,30085,137518,71,0,0,$,30000000.0,,,,2011-06-28T00:00:00.000Z,2006-05-23T00:00:00.000Z,1996-08-01T00:00:00.000Z,1995-08-04T00:00:00.000Z,,,63658910.0,$,254134910.0,$,Ист-Вест,Юниверсал Пикчерс Рус,,,
Остров,movie,2023,93.0,"[{'name': 'боевик'}, {'name': 'триллер'}]",6.151,4.6,0.0,0.0,,30059,2260,0,0,0,,,,2023-10-27T00:00:00.000Z,,,,,2023-07-21T00:00:00.000Z,,,,,39773.0,$,,,,,
Модель,movie,2021,92.0,"[{'name': 'драма'}, {'name': 'триллер'}]",5.867,0.0,0.0,0.0,,30051,0,0,0,0,,,,2022-06-20T00:00:00.000Z,,,,2022-06-02T00:00:00.000Z,,32405.0,$,,,29707.0,$,,,,,
Звоните Джейн,movie,2021,121.0,"[{'name': 'драма'}, {'name': 'история'}]",7.361,6.5,6.7,66.6667,,30034,6760,136,3,0,,,,,,,,2022-10-27T00:00:00.000Z,2022-01-21T00:00:00.000Z,16946.0,$,512770.0,$,736893.0,$,,,,,
Свет вокруг,movie,2005,106.0,"[{'name': 'драма'}, {'name': 'комедия'}]",7.662,7.4,6.4,0.0,,30032,60509,115,1,0,$,7000000.0,,,,,2006-05-30T00:00:00.000Z,,2005-09-03T00:00:00.000Z,,,1712337.0,$,3601974.0,$,,Юниверсал Пикчерс Рус,,,
